Date,Timestamp,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GameScenario,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,InputConfidence,InputValidity,InputType,Precision,ThreePrecision,InputNumber
2020-05-19,19:36:52.7428,KeyDown,Y,0.1178324,0.1178324,1,CorrectKey,Y,I,8,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:52.8039,KeyDown,I,0.1797275,0.0618951,2,CorrectKey,Y,I,8,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:52.9599,KeyDown,U,0.3356322,0.1559047,3,CorrectKey,U,None,8,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:52.9629,KeySequenceStopped,NA,0.3422124,0.0065802,NA,NA,NA,NA,8,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:54.1852,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:54.1862,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:54.1872,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.7948346,NA,8,
2020-05-19,19:36:54.1972,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,8,
2020-05-19,19:36:54.1972,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.5,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,8,
2020-05-19,19:36:54.1982,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.5,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,8,
2020-05-19,19:36:54.1982,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,8,
2020-05-19,19:36:56.1960,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,8,
2020-05-19,19:36:56.1570,KeyDown,T,0,0,0,CorrectKey,T,None,9,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:56.2750,KeyDown,Y,0.116989,0.116989,1,CorrectKey,Y,I,9,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:56.3390,KeyDown,I,0.1821076,0.0651186,2,CorrectKey,Y,I,9,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:56.4900,KeyDown,U,0.3332724,0.1511648,3,CorrectKey,U,None,9,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:56.4930,KeySequenceStopped,NA,0.3396396,0.0063672,NA,NA,NA,NA,9,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:57.4983,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.7142857,0,0,0.7142857,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:57.4983,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:57.4993,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3625907,NA,9,
2020-05-19,19:36:57.5053,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.3,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,9,
2020-05-19,19:36:57.5053,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.2,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,9,
2020-05-19,19:36:57.5063,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.2,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,9,
2020-05-19,19:36:57.5063,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,9,
2020-05-19,19:36:59.5096,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,9,
2020-05-19,19:36:59.3891,KeyDown,T,0,0,0,CorrectKey,T,None,10,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:36:59.4691,KeyDown,Y,0.07910179,0.07910179,1,CorrectKey,Y,I,10,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:36:59.5857,KeyDown,I,0.1966005,0.1174987,2,CorrectKey,Y,I,10,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:36:59.7483,KeyDown,U,0.3596445,0.163044,3,CorrectKey,U,None,10,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:36:59.7523,KeySequenceStopped,NA,0.3659761,0.0063316,NA,NA,NA,NA,10,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:37:00.5134,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.75,0,0,0.75,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:37:00.5134,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:37:00.5154,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.3750827,NA,10,
2020-05-19,19:37:00.5164,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,10,
2020-05-19,19:37:00.5174,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.9000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,10,
2020-05-19,19:37:00.5174,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.9000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,10,
2020-05-19,19:37:00.5174,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,10,
2020-05-19,19:37:02.5179,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,10,
2020-05-19,19:37:02.4989,KeyDown,T,0,0,0,CorrectKey,T,None,11,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:02.5599,KeyDown,Y,0.0606361,0.0606361,1,CorrectKey,Y,I,11,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:02.6429,KeyDown,I,0.1432864,0.0826503,2,CorrectKey,Y,I,11,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:02.7869,KeyDown,U,0.2886417,0.1453553,3,CorrectKey,U,None,11,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:02.7899,KeySequenceStopped,NA,0.294903,0.0062613,NA,NA,NA,NA,11,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:03.2205,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.7777778,0,0,0.7777778,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:03.2205,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:03.2225,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.2937967,NA,11,
2020-05-19,19:37:03.2275,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.7000001,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,11,
2020-05-19,19:37:03.2285,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6000001,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,11,
2020-05-19,19:37:03.2285,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6000001,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,11,
2020-05-19,19:37:03.2285,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,11,
2020-05-19,19:37:05.2285,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,11,
2020-05-19,19:37:05.1005,KeyDown,T,0,0,0,CorrectKey,T,None,12,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.1275,KeyDown,Y,0.0221128,0.0221128,1,CorrectKey,Y,I,12,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.2695,KeyDown,I,0.1635697,0.1414569,2,CorrectKey,Y,I,12,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.4306,KeyDown,U,0.3250507,0.161481,3,CorrectKey,U,None,12,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.4336,KeySequenceStopped,NA,0.3363846,0.0113339,NA,NA,NA,NA,12,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.7306,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8,0,0,0.8,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.7306,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.7326,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.239125,NA,12,
2020-05-19,19:37:05.7376,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,12,
2020-05-19,19:37:05.7386,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,12,
2020-05-19,19:37:05.7386,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,12,
2020-05-19,19:37:05.7396,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,12,
2020-05-19,19:37:07.7394,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,12,
2020-05-19,19:37:07.7454,KeyDown,T,0,0,0,CorrectKey,T,None,13,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:07.8084,KeyDown,Y,0.06230529,0.06230529,1,CorrectKey,Y,I,13,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:07.9504,KeyDown,I,0.203019,0.1407137,2,CorrectKey,Y,I,13,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:08.1204,KeyDown,U,0.3746836,0.1716646,3,CorrectKey,U,None,13,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:08.1234,KeySequenceStopped,NA,0.3814663,0.0067827,NA,NA,NA,NA,13,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:08.2425,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8181818,0,0,0.8181818,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:08.2435,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:08.2445,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,1,Accepted,KeySequence,0.2696784,NA,13,
2020-05-19,19:37:08.2495,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,1,Accepted,KeySequence,0.2023014,NA,13,
2020-05-19,19:37:08.2505,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,1,Accepted,KeySequence,0.2023014,NA,13,
2020-05-19,19:37:10.2512,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,1,Accepted,KeySequence,0.2023014,NA,13,
2020-05-19,19:37:10.1582,KeyDown,T,0,0,0,CorrectKey,T,None,14,Mistyped,Fast,Rejected,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.1912,KeyDown,Y,0.0339428,0.0339428,1,CorrectKey,Y,I,14,Mistyped,Fast,Rejected,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.2842,KeyDown,U,0.121282,0.08733921,NA,WrongKey,Y,I,14,Mistyped,Fast,Rejected,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.4342,KeyDown,I,0.2713818,0.1500998,NA,WrongKey,U,None,14,Mistyped,Fast,Rejected,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.4372,KeySequenceStopped,NA,0.283292,0.0119102,NA,NA,NA,NA,14,Mistyped,Fast,Rejected,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.6513,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8333333,0,0,0.8333333,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.6513,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.6533,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.4,Running,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.2023014,NA,14,
2020-05-19,19:37:10.6583,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,0.4,Running,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,14,
2020-05-19,19:37:10.6583,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,0.6,Running,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,14,
2020-05-19,19:37:10.5913,KeyDown,U,0,0,NA,WrongKey,T,None,15,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2.5,0.6,Running,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,15,
2020-05-19,19:37:11.3275,KeySequenceStopped,NA,0.7527734,0.7527734,NA,NA,NA,NA,15,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2.5,0.6,Running,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,15,
2020-05-19,19:37:14.6641,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,0.6,Paused,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,15,
2020-05-19,19:37:14.6651,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,0.8,Paused,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,15,
2020-05-19,19:37:17.6638,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,0.8,Paused,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,0,Rejected,KeySequence,0.3814663,NA,15,
2020-05-19,19:37:17.5568,KeyDown,T,0,0,0,CorrectKey,T,None,16,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,0.8,Paused,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,1,Accepted,KeySequence,0.3814663,NA,16,
2020-05-19,19:37:17.7358,KeyDown,Y,0.1734285,0.1734285,1,CorrectKey,Y,I,16,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,0.8,Paused,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,1,Accepted,KeySequence,0.3814663,NA,16,
2020-05-19,19:37:17.7528,KeyDown,I,0.1958001,0.0223716,2,CorrectKey,Y,I,16,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,0.8,Paused,Constant,MeetDesignGoals,0.8461539,0,0,0.8461539,0,1,Accepted,KeySequence,0.3814663,NA,16,
