Date,Timestamp,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GameScenario,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,InputConfidence,InputValidity,InputType,Precision,ThreePrecision,InputNumber
2020-05-19,19:38:34.6149,KeySequenceStopped,NA,0.3322557,0.0075294,NA,NA,NA,NA,2,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,1.6,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0,NA,2,
2020-05-19,19:38:36.0192,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0,NA,2,
2020-05-19,19:38:36.0192,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,2,
2020-05-19,19:38:36.0212,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,2,
2020-05-19,19:38:36.0262,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.6,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,2,
2020-05-19,19:38:36.0262,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,2,
2020-05-19,19:38:38.7958,KeyDown,Pause,0,0,NA,WrongKey,T,None,3,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2,1.2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,3,
2020-05-19,19:38:39.5420,KeySequenceStopped,NA,0.7509382,0.7509382,NA,NA,NA,NA,3,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2,1.2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,3,
2020-05-19,19:38:40.0331,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1.2,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,3,
2020-05-19,19:38:40.0331,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,3,
2020-05-19,19:38:39.5560,KeyDown,Pause,0,0,NA,WrongKey,T,None,4,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,4,
2020-05-19,19:38:40.3052,KeySequenceStopped,NA,0.753539,0.753539,NA,NA,NA,NA,4,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,4,
2020-05-19,19:38:42.0356,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,0,Rejected,KeySequence,0.3705037,NA,4,
2020-05-19,19:38:41.8765,KeyDown,T,0,0,0,CorrectKey,T,None,5,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.0446,KeyDown,Y,0.1656925,0.1656925,1,CorrectKey,Y,I,5,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.0666,KeyDown,I,0.1900035,0.024311,2,CorrectKey,Y,I,5,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.1746,KeyDown,U,0.2975559,0.1075524,3,CorrectKey,U,None,5,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.1776,KeySequenceStopped,NA,0.3040572,0.0065013,NA,NA,NA,NA,5,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.8367,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.8377,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.8387,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8000001,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0.3705037,NA,5,
2020-05-19,19:38:42.8447,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,0.8000001,Running,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,5,
2020-05-19,19:38:42.8447,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,5,
2020-05-19,19:38:46.8506,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.2,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,5,
2020-05-19,19:38:46.8506,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,5,
2020-05-19,19:38:50.8515,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,5,
2020-05-19,19:38:50.7475,KeyDown,T,0,0,0,CorrectKey,T,None,6,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:50.9065,KeyDown,Y,0.1584597,0.1584597,1,CorrectKey,Y,I,6,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:50.9406,KeyDown,I,0.1923155,0.0338558,2,CorrectKey,Y,I,6,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:51.0446,KeyDown,U,0.2968216,0.1045061,3,CorrectKey,U,None,6,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:51.0486,KeySequenceStopped,NA,0.3031371,0.0063155,NA,NA,NA,NA,6,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:52.4519,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.25,0,0,0.25,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:52.4519,DecisionRejectAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:52.4539,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:52.4589,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,1.6,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:52.4589,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,6,
2020-05-19,19:38:54.0993,KeyDown,Pause,0,0,NA,WrongKey,T,None,7,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,7,
2020-05-19,19:38:54.8474,KeySequenceStopped,NA,0.7526696,0.7526696,NA,NA,NA,NA,7,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,7,
2020-05-19,19:38:54.8614,KeyDown,Pause,0,0,NA,WrongKey,T,None,8,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,8,
2020-05-19,19:38:55.6086,KeySequenceStopped,NA,0.7525747,0.7525747,NA,NA,NA,NA,8,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,8,
2020-05-19,19:38:55.6236,KeyDown,Pause,0,0,NA,WrongKey,T,None,9,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,9,
2020-05-19,19:38:56.3718,KeySequenceStopped,NA,0.7527089,0.7527089,NA,NA,NA,NA,9,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,9,
2020-05-19,19:38:56.4638,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,6,2,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,9,
2020-05-19,19:38:56.4648,Paused,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,9,
2020-05-19,19:38:56.3808,KeyDown,Pause,0,0,NA,WrongKey,T,None,10,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,10,
2020-05-19,19:38:57.1299,KeySequenceStopped,NA,0.7537793,0.7537793,NA,NA,NA,NA,10,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,10,
2020-05-19,19:38:57.1399,KeyDown,Pause,0,0,NA,WrongKey,T,None,11,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,11,
2020-05-19,19:38:57.8891,KeySequenceStopped,NA,0.7536395,0.7536395,NA,NA,NA,NA,11,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,11,
2020-05-19,19:38:59.9276,KeyDown,Pause,0,0,NA,WrongKey,T,None,12,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,12,
2020-05-19,19:39:00.6697,KeySequenceStopped,NA,0.7502247,0.7502247,NA,NA,NA,NA,12,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,12,
2020-05-19,19:39:00.6857,KeyDown,Pause,0,0,NA,WrongKey,T,None,13,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,13,
2020-05-19,19:39:01.4309,KeySequenceStopped,NA,0.7509436,0.7509436,NA,NA,NA,NA,13,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,13,
2020-05-19,19:39:02.4641,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,0,Rejected,KeySequence,0,NA,13,
2020-05-19,19:39:02.4711,KeyDown,T,0,0,0,CorrectKey,T,None,14,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:02.5852,KeyDown,Y,0.1140163,0.1140163,1,CorrectKey,Y,I,14,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:02.6212,KeyDown,I,0.1513152,0.0372989,2,CorrectKey,Y,I,14,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:02.7332,KeyDown,U,0.2618975,0.1105823,3,CorrectKey,U,None,14,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:02.7362,KeySequenceStopped,NA,0.2696623,0.0077648,NA,NA,NA,NA,14,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:04.8657,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.2,0,0,0.2,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:04.8667,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:04.8677,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,6,2.4,Paused,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:04.8737,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2.4,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:04.8737,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:09.8727,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,14,
2020-05-19,19:39:09.8137,KeyDown,T,0,0,0,CorrectKey,T,None,15,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:09.9407,KeyDown,Y,0.1260451,0.1260451,1,CorrectKey,Y,I,15,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,15,
