Date,Timestamp,Event,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GameScenario,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,InputConfidence,InputValidity,InputType,Precision,ThreePrecision,InputNumber
2020-05-19,19:39:09.9657,KeyDown,I,0.1515911,0.025546,2,CorrectKey,Y,I,15,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:10.1007,KeyDown,U,0.2870388,0.1354476,3,CorrectKey,U,None,15,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:10.1037,KeySequenceStopped,NA,0.293302,0.0062632,NA,NA,NA,NA,15,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:11.8737,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.3333333,0,0,0.3333333,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:11.8737,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:11.8757,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,5,2,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0,NA,15,
2020-05-19,19:39:11.8857,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,2,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,15,
2020-05-19,19:39:11.8867,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,15,
2020-05-19,19:39:12.5526,KeyDown,Pause,0,0,NA,WrongKey,T,None,16,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,16,
2020-05-19,19:39:13.2984,KeySequenceStopped,NA,0.7503756,0.7503756,NA,NA,NA,NA,16,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,16,
2020-05-19,19:39:13.3164,KeyDown,Pause,0,0,NA,WrongKey,T,None,17,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,17,
2020-05-19,19:39:14.0637,KeySequenceStopped,NA,0.7520157,0.7520157,NA,NA,NA,NA,17,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,17,
2020-05-19,19:39:14.0727,KeyDown,Pause,0,0,NA,WrongKey,T,None,18,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,18,
2020-05-19,19:39:14.8200,KeySequenceStopped,NA,0.7515065,0.7515065,NA,NA,NA,NA,18,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,18,
2020-05-19,19:39:14.8320,KeyDown,Pause,0,0,NA,WrongKey,T,None,19,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,19,
2020-05-19,19:39:15.5772,KeySequenceStopped,NA,0.7510922,0.7510922,NA,NA,NA,NA,19,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,19,
2020-05-19,19:39:15.8882,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,0,Rejected,KeySequence,0.2696623,NA,19,
2020-05-19,19:39:16.0653,KeyDown,T,0,0,0,CorrectKey,T,None,20,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:16.1713,KeyDown,Y,0.1038234,0.1038234,1,CorrectKey,Y,I,20,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:16.2083,KeyDown,I,0.1430422,0.0392188,2,CorrectKey,Y,I,20,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:16.2933,KeyDown,U,0.2278944,0.0848522,3,CorrectKey,U,None,20,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:16.2963,KeySequenceStopped,NA,0.2342916,0.0063972,NA,NA,NA,NA,20,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:17.4886,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.4285714,0,0,0.4285714,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:17.4886,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:17.4906,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,4,1.6,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2696623,NA,20,
2020-05-19,19:39:17.4956,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.6,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,20,
2020-05-19,19:39:17.4966,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,20,
2020-05-19,19:39:19.5070,KeyDown,Pause,0,0,NA,WrongKey,T,None,21,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,0,Rejected,KeySequence,0.2279828,NA,21,
2020-05-19,19:39:20.2562,KeySequenceStopped,NA,0.7539188,0.7539188,NA,NA,NA,NA,21,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,0,Rejected,KeySequence,0.2279828,NA,21,
2020-05-19,19:39:20.4963,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,0,Rejected,KeySequence,0.2279828,NA,21,
2020-05-19,19:39:20.6043,KeyDown,T,0,0,0,CorrectKey,T,None,22,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:20.7243,KeyDown,Y,0.1198637,0.1198637,1,CorrectKey,Y,I,22,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:20.7463,KeyDown,I,0.1411488,0.0212851,2,CorrectKey,Y,I,22,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:20.8373,KeyDown,U,0.2317339,0.0905851,3,CorrectKey,U,None,22,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:20.8403,KeySequenceStopped,NA,0.2394113,0.0076774,NA,NA,NA,NA,22,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:21.6975,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5,0,0,0.5,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:21.6975,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:21.6985,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,3,1.2,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.2279828,NA,22,
2020-05-19,19:39:21.7045,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,1.2,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,22,
2020-05-19,19:39:21.7045,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,22,
2020-05-19,19:39:22.6167,KeyDown,Pause,0,0,NA,WrongKey,T,None,23,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,0,Rejected,KeySequence,0.40517,NA,23,
2020-05-19,19:39:23.3649,KeySequenceStopped,NA,0.7538058,0.7538058,NA,NA,NA,NA,23,Mistyped,Slow,Rejected,TYIU,ClosedByDeadzone,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,0,Rejected,KeySequence,0.40517,NA,23,
2020-05-19,19:39:24.2051,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,0,Rejected,KeySequence,0.40517,NA,23,
2020-05-19,19:39:24.1791,KeyDown,T,0,0,0,CorrectKey,T,None,24,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:24.3221,KeyDown,I,0.1431437,0.1431437,1,CorrectKey,Y,I,24,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:24.3481,KeyDown,Y,0.168148,0.0250043,2,CorrectKey,Y,I,24,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:24.4292,KeyDown,U,0.249867,0.08171901,3,CorrectKey,U,None,24,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:24.4322,KeySequenceStopped,NA,0.2564562,0.0065892,NA,NA,NA,NA,24,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:25.2073,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.5555556,0,0,0.5555556,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:25.2083,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:25.2093,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2.5,1,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.40517,NA,24,
2020-05-19,19:39:25.2153,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,1,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,24,
2020-05-19,19:39:25.2153,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,24,
2020-05-19,19:39:27.2178,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,24,
2020-05-19,19:39:27.1178,KeyDown,T,0,0,0,CorrectKey,T,None,25,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:27.2978,KeyDown,I,0.1759756,0.1759756,1,CorrectKey,Y,I,25,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:27.2978,KeyDown,Y,0.1759756,0,2,CorrectKey,Y,I,25,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:27.3848,KeyDown,U,0.2669263,0.09095079,3,CorrectKey,U,None,25,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:27.3888,KeySequenceStopped,NA,0.2734318,0.0065055,NA,NA,NA,NA,25,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:28.0200,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6,0,0,0.6,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:28.0200,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:28.0210,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.3405213,NA,25,
2020-05-19,19:39:28.0270,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.8,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,25,
2020-05-19,19:39:28.0280,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,25,
2020-05-19,19:39:30.0264,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,25,
2020-05-19,19:39:29.9694,KeyDown,T,0,0,0,CorrectKey,T,None,26,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.0684,KeyDown,I,0.09506099,0.09506099,1,CorrectKey,Y,I,26,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.1424,KeyDown,Y,0.1735813,0.07852031,2,CorrectKey,Y,I,26,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.2195,KeyDown,U,0.2508955,0.07731421,3,CorrectKey,U,None,26,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.2225,KeySequenceStopped,NA,0.2571311,0.0062356,NA,NA,NA,NA,26,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.6295,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6363636,0,0,0.6363636,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.6295,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.6305,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.2239046,NA,26,
2020-05-19,19:39:30.6365,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.6,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,26,
2020-05-19,19:39:30.6375,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,26,
2020-05-19,19:39:32.6390,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,26,
2020-05-19,19:39:32.4810,KeyDown,T,0,0,0,CorrectKey,T,None,27,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:32.5870,KeyDown,I,0.1055581,0.1055581,1,CorrectKey,Y,I,27,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:32.6060,KeyDown,Y,0.122668,0.0171099,2,CorrectKey,Y,I,27,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:32.6990,KeyDown,U,0.2171228,0.09445479,3,CorrectKey,U,None,27,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:32.7030,KeySequenceStopped,NA,0.224779,0.0076562,NA,NA,NA,NA,27,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:33.1391,InputWindowClosed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6666667,0,0,0.6666667,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:33.1391,DecisionAcceptAllInput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:33.1411,NewPolicyMeetDesignGoals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1672221,NA,27,
2020-05-19,19:39:33.1461,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,27,
2020-05-19,19:39:33.1471,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,27,
2020-05-19,19:39:35.1456,InputWindowOpen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,27,
2020-05-19,19:39:35.0915,KeyDown,T,0,0,0,CorrectKey,T,None,28,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,28,
2020-05-19,19:39:35.2096,KeyDown,Y,0.1186295,0.1186295,1,CorrectKey,Y,I,28,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,28,
2020-05-19,19:39:35.2186,KeyDown,I,0.1251766,0.0065471,2,CorrectKey,Y,I,28,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,28,
2020-05-19,19:39:35.3156,KeyDown,U,0.224911,0.0997344,3,CorrectKey,U,None,28,Correct,Fast,Accepted,TYIU,ClosedByInputThreshold,0.2,1,0.4,20,2,0.5,Running,Staggered,MeetDesignGoals,0.6923077,0,0,0.6923077,0,1,Accepted,KeySequence,0.1926816,NA,28,
